timestamp_s,mode,voltage_V,current_A,power_W
1.12,TRANSIT,5.159999847412109,1.4160000085830688,7.306560039520264
1.94,TRANSIT,5.168000221252441,1.184000015258789,6.118912220001221
2.94,TRANSIT,5.168000221252441,1.2319999933242798,6.366975784301758
3.94,TRANSIT,5.159999847412109,1.2799999713897705,6.604800224304199
4.94,TRANSIT,5.159999847412109,1.2719999551773071,6.5635199546813965
5.94,TRANSIT,5.159999847412109,1.2719999551773071,6.5635199546813965
6.94,TRANSIT,5.159999847412109,1.3200000524520874,6.811200141906738
7.94,TRANSIT,5.159999847412109,1.2879999876022339,6.646080017089844
8.94,TRANSIT,5.159999847412109,1.2879999876022339,6.646080017089844
9.94,TRANSIT,5.159999847412109,1.2879999876022339,6.646080017089844
10.94,DECISION,5.159999847412109,1.4160000085830688,7.306560039520264
11.94,DECISION,5.159999847412109,1.472000002861023,7.59552001953125
12.94,DECISION,5.1519999504089355,1.600000023841858,8.243200302124023
13.94,DECISION,5.1519999504089355,1.5679999589920044,8.078335762023926
14.94,DECISION,5.159999847412109,1.440000057220459,7.4303998947143555
15.94,STANDBY,5.159999847412109,1.3359999656677246,6.8937602043151855
16.94,STANDBY,5.159999847412109,1.2960000038146973,6.687359809875488
17.94,TRANSIT,5.168000221252441,1.2079999446868896,6.24294376373291
18.94,TRANSIT,5.159999847412109,1.2879999876022339,6.646080017089844
19.94,TRANSIT,5.168000221252441,1.25600004196167,6.4910078048706055
20.94,TRANSIT,5.159999847412109,1.2799999713897705,6.604800224304199
21.94,TRANSIT,5.159999847412109,1.2960000038146973,6.687359809875488
22.94,TRANSIT,5.168000221252441,1.2239999771118164,6.325632095336914
23.94,TRANSIT,5.168000221252441,1.2319999933242798,6.366975784301758
24.94,TRANSIT,5.159999847412109,1.2640000581741333,6.522240161895752
25.94,TRANSIT,5.168000221252441,1.2000000476837158,6.201600074768066
26.94,TRANSIT,5.168000221252441,1.2480000257492065,6.449664115905762
27.94,DECISION,5.159999847412109,1.3839999437332153,7.141439914703369
28.94,DECISION,5.159999847412109,1.343999981880188,6.93503999710083
29.94,DECISION,5.159999847412109,1.2960000038146973,6.687359809875488
30.94,DECISION,5.168000221252441,1.159999966621399,5.994880199432373
31.94,DECISION,5.168000221252441,1.2480000257492065,6.449664115905762
32.94,STANDBY,5.159999847412109,1.2799999713897705,6.604800224304199
33.94,STANDBY,5.159999847412109,1.4800000190734863,7.6367998123168945
34.94,TRANSIT,5.159999847412109,1.4559999704360962,7.512959957122803
35.94,TRANSIT,5.168000221252441,1.25600004196167,6.4910078048706055
36.94,TRANSIT,5.159999847412109,1.2719999551773071,6.5635199546813965
37.94,TRANSIT,5.168000221252441,1.2319999933242798,6.366975784301758
38.94,TRANSIT,5.159999847412109,1.2960000038146973,6.687359809875488
39.94,TRANSIT,5.159999847412109,1.312000036239624,6.7699198722839355
40.94,TRANSIT,5.159999847412109,1.3200000524520874,6.811200141906738
41.94,TRANSIT,5.159999847412109,1.3040000200271606,6.728640079498291
42.94,TRANSIT,5.159999847412109,1.312000036239624,6.7699198722839355
43.94,TRANSIT,5.159999847412109,1.3040000200271606,6.728640079498291
44.94,DECISION,5.159999847412109,1.4160000085830688,7.306560039520264
45.94,DECISION,5.159999847412109,1.4079999923706055,7.265279769897461
46.94,DECISION,5.159999847412109,1.3839999437332153,7.141439914703369
47.94,DECISION,5.159999847412109,1.2719999551773071,6.5635199546813965
48.94,DECISION,5.168000221252441,1.128000020980835,5.829504013061523
49.94,STANDBY,5.159999847412109,1.2879999876022339,6.646080017089844
50.94,STANDBY,5.159999847412109,1.2960000038146973,6.687359809875488
51.94,TRANSIT,5.159999847412109,1.2879999876022339,6.646080017089844
52.94,TRANSIT,5.168000221252441,1.2239999771118164,6.325632095336914
53.94,TRANSIT,5.168000221252441,1.2319999933242798,6.366975784301758
54.94,TRANSIT,5.168000221252441,1.2480000257492065,6.449664115905762
55.94,TRANSIT,5.159999847412109,1.2719999551773071,6.5635199546813965
56.94,TRANSIT,5.168000221252441,1.184000015258789,6.118912220001221
57.94,TRANSIT,5.159999847412109,1.2640000581741333,6.522240161895752
58.94,TRANSIT,5.159999847412109,1.2960000038146973,6.687359809875488
59.94,TRANSIT,5.159999847412109,1.3600000143051147,7.017600059509277
60.94,TRANSIT,5.159999847412109,1.3839999437332153,7.141439914703369
61.94,DECISION,5.159999847412109,1.3519999980926514,6.976319789886475
62.94,DECISION,5.159999847412109,1.4079999923706055,7.265279769897461
63.94,DECISION,5.159999847412109,1.399999976158142,7.223999977111816
64.94,DECISION,5.168000221252441,1.1920000314712524,6.1602559089660645
65.94,DECISION,5.168000221252441,1.2400000095367432,6.40831995010376
66.94,STANDBY,5.168000221252441,1.2480000257492065,6.449664115905762
67.94,STANDBY,5.159999847412109,1.3040000200271606,6.728640079498291
68.94,TRANSIT,5.159999847412109,1.2719999551773071,6.5635199546813965
69.94,TRANSIT,5.159999847412109,1.2799999713897705,6.604800224304199
70.94,TRANSIT,5.159999847412109,1.3040000200271606,6.728640079498291
71.94,TRANSIT,5.159999847412109,1.2960000038146973,6.687359809875488
72.94,TRANSIT,5.159999847412109,1.2719999551773071,6.5635199546813965
73.94,TRANSIT,5.168000221252441,1.2480000257492065,6.449664115905762
74.94,TRANSIT,5.159999847412109,1.3040000200271606,6.728640079498291
75.94,TRANSIT,5.159999847412109,1.3359999656677246,6.8937602043151855
76.94,TRANSIT,5.159999847412109,1.312000036239624,6.7699198722839355
77.94,TRANSIT,5.159999847412109,1.312000036239624,6.7699198722839355
