time_sec,true_intensity,detected_signal
99.300,60.8657,59.3984
99.400,60.8353,58.7258
99.500,60.8049,60.8110
99.600,60.7745,59.9617
99.700,60.7441,61.0212
99.800,60.7137,63.1340
99.900,60.6834,57.4620
100.000,60.6531,61.0867
100.100,60.6227,60.4098
100.200,60.5924,59.1408
100.300,60.5622,59.0130
100.400,60.5319,57.9422
100.500,60.5016,59.4823
100.600,60.4714,61.2669
100.700,60.4412,58.7178
100.800,60.4109,58.8612
100.900,60.3807,63.3977
101.000,60.3506,60.7424
101.100,60.3204,61.1973
101.200,60.2902,58.8524
101.300,60.2601,56.5967
101.400,60.2300,58.3775
101.500,60.1999,61.1952
101.600,60.1698,60.8035
101.700,60.1397,55.3653
101.800,60.1096,61.4849
101.900,60.0796,59.1447
102.000,60.0496,64.2277
102.100,60.0195,59.1385
102.200,59.9895,57.6267
102.300,59.9596,55.7020
102.400,59.9296,61.6567
102.500,59.8996,65.1631
102.600,59.8697,56.8515
102.700,59.8398,60.9683
102.800,59.8098,59.0435
102.900,59.7799,60.7772
103.000,59.7501,54.0477
103.100,59.7202,58.8786
103.200,59.6903,61.0913
103.300,59.6605,61.3617
103.400,59.6307,64.7914
103.500,59.6009,58.5563
103.600,59.5711,53.8023
103.700,59.5413,59.0955
103.800,59.5115,61.0773
103.900,59.4818,59.1917
104.000,59.4521,61.7484
104.100,59.4223,58.5488
104.200,59.3926,56.3060
104.300,59.3629,61.1683
104.400,59.3333,60.1397
104.500,59.3036,59.7109
104.600,59.2740,61.5766
104.700,59.2443,60.2515
104.800,59.2147,62.9409
104.900,59.1851,60.7263
105.000,59.1555,60.7224
105.100,59.1260,58.3744
105.200,59.0964,59.8147
105.300,59.0669,60.6632
105.400,59.0373,61.6969
105.500,59.0078,55.3094
105.600,58.9783,57.2922
105.700,58.9489,60.4241
105.800,58.9194,56.8576
105.900,58.8899,56.3343
106.000,58.8605,59.0196
106.100,58.8311,56.6423
106.200,58.8017,54.3144
106.300,58.7723,59.8971
106.400,58.7429,55.7773
106.500,58.7135,56.9779
106.600,58.6842,56.4830
106.700,58.6548,58.8800
106.800,58.6255,54.3125
106.900,58.5962,58.0244
107.000,58.5669,55.9167
107.100,58.5377,58.8684
107.200,58.5084,57.2665
107.300,58.4791,58.1775
107.400,58.4499,60.0547
107.500,58.4207,58.6904
107.600,58.3915,60.7526
107.700,58.3623,58.4629
107.800,58.3331,51.9006
107.900,58.3040,58.2813
108.000,58.2748,60.0159
108.100,58.2457,58.9910
108.200,58.2166,56.1320
108.300,58.1875,57.6664
108.400,58.1584,57.2184
108.500,58.1293,57.9395
108.600,58.1003,58.9881
108.700,58.0712,60.8400
108.800,58.0422,55.1472
108.900,58.0132,58.3361
109.000,57.9842,56.9229
109.100,57.9552,56.1859
109.200,57.9262,59.8293
109.300,57.8973,55.6126
109.400,57.8683,55.8385
109.500,57.8394,57.1921
109.600,57.8105,59.7945
109.700,57.7816,57.4269
109.800,57.7527,58.2563
109.900,57.7238,57.7080
110.000,57.6950,57.3576
110.100,57.6661,60.6789
110.200,57.6373,57.5436
110.300,57.6085,59.0785
110.400,57.5797,58.7689
110.500,57.5509,59.2555
110.600,57.5222,54.4783
110.700,57.4934,57.2359
110.800,57.4647,54.0751
110.900,57.4359,60.4916
111.000,57.4072,60.1756
111.100,57.3785,57.8427
111.200,57.3498,56.8959
111.300,57.3212,58.6774
111.400,57.2925,55.0371
111.500,57.2639,56.5587
111.600,57.2353,56.9167
111.700,57.2067,59.4890
111.800,57.1781,55.6500
111.900,57.1495,56.1668
112.000,57.1209,55.7801
112.100,57.0924,59.7814
112.200,57.0638,52.5646
112.300,57.0353,55.4467
112.400,57.0068,57.7507
112.500,56.9783,56.0601
112.600,56.9498,57.2523
112.700,56.9213,56.8065
112.800,56.8929,58.3158
112.900,56.8644,58.7166
113.000,56.8360,54.4286
113.100,56.8076,58.8711
113.200,56.7792,57.3473
113.300,56.7508,56.7471
113.400,56.7225,52.4939
113.500,56.6941,50.4780
113.600,56.6658,56.3980
113.700,56.6374,56.6852
113.800,56.6091,55.8337
113.900,56.5808,57.8946
114.000,56.5525,57.4520
114.100,56.5243,56.2181
114.200,56.4960,58.0527
114.300,56.4678,54.8822
114.400,56.4396,56.2863
114.500,56.4113,56.2212
114.600,56.3831,57.9150
114.700,56.3550,57.5976
114.800,56.3268,52.3187
114.900,56.2986,57.7905
115.000,56.2705,53.8117
115.100,56.2424,57.6545
115.200,56.2142,55.7216
115.300,56.1861,54.2164
115.400,56.1581,58.9642
115.500,56.1300,55.2514
115.600,56.1019,52.6971
115.700,56.0739,56.9427
115.800,56.0459,57.2509
115.900,56.0178,55.8038
116.000,55.9898,53.4383
116.100,55.9618,59.7067
116.200,55.9339,54.4738
116.300,55.9059,55.9498
116.400,55.8780,57.5545
116.500,55.8500,53.8586
116.600,55.8221,53.8619
116.700,55.7942,56.6679
116.800,55.7663,53.7828
116.900,55.7384,54.6288
117.000,55.7106,57.1460
117.100,55.6827,57.2412
117.200,55.6549,55.2352
117.300,55.6271,53.8445
117.400,55.5993,56.7431
117.500,55.5715,52.7785
117.600,55.5437,57.2324
117.700,55.5159,55.9467
117.800,55.4882,55.1561
117.900,55.4605,51.9677
118.000,55.4327,53.7011
118.100,55.4050,59.0645
118.200,55.3773,55.6161
118.300,55.3496,51.8932
118.400,55.3220,52.2783
118.500,55.2943,55.9033
118.600,55.2667,58.7018
118.700,55.2391,58.6506
118.800,55.2114,56.1791
118.900,55.1838,55.4266
119.000,55.1563,57.2708
119.100,55.1287,53.3898
119.200,55.1011,56.4994
119.300,55.0736,52.4699
119.400,55.0461,50.8746
119.500,55.0185,54.8622
119.600,54.9910,52.5532
119.700,54.9635,53.4292
119.800,54.9361,52.0829
119.900,54.9086,55.1210
